Image Title,Metadata Key,Metadata Value,Depicts Statement
File:Islamic Republic of Iran Navy new equipment unveiling 2018 (50).jpg,Artist,Amin Yari,
File:Islamic Republic of Iran Navy new equipment unveiling 2018 (50).jpg,LicenseShortName,CC BY 4.0,
File:Islamic Republic of Iran Navy new equipment unveiling 2018 (50).jpg,UsageTerms,Creative Commons Attribution 4.0,
File:Islamic Republic of Iran Navy new equipment unveiling 2018 (50).jpg,AttributionRequired,true,
File:Islamic Republic of Iran Navy new equipment unveiling 2018 (50).jpg,Attribution,MojNews,
File:Islamic Republic of Iran Navy new equipment unveiling 2018 (50).jpg,LicenseUrl,https://creativecommons.org/licenses/by/4.0,
File:Islamic Republic of Iran Navy new equipment unveiling 2018 (50).jpg,Copyrighted,True,
File:Islamic Republic of Iran Navy new equipment unveiling 2018 (50).jpg,Restrictions,,
File:Islamic Republic of Iran Navy new equipment unveiling 2018 (50).jpg,License,cc-by-4.0,
File:Der osterreichisch-ungarische Monarchie in Wort und Bild. 11 1892 (127567548).jpg,DateTime,2022-03-28 08:25:53,
File:Der osterreichisch-ungarische Monarchie in Wort und Bild. 11 1892 (127567548).jpg,ObjectName,"<div class=""fn"">
Der österreichisch-ungarische Monarchie in Wort und Bild. 11, Dalmatien.</div>",
File:Der osterreichisch-ungarische Monarchie in Wort und Bild. 11 1892 (127567548).jpg,CommonsMetadataExtension,1.2,
File:Der osterreichisch-ungarische Monarchie in Wort und Bild. 11 1892 (127567548).jpg,Categories,Der österreichisch-ungarische Monarchie in Wort und Bild. 11 (1892)|Files from Polona|Images contributed by the National Library in Warsaw|PD-anon-expired|Template Unknown (author),
File:Der osterreichisch-ungarische Monarchie in Wort und Bild. 11 1892 (127567548).jpg,Assessments,,
File:Der osterreichisch-ungarische Monarchie in Wort und Bild. 11 1892 (127567548).jpg,Artist,"<div class=""fn value"">
Unknown author<span style=""display: none;"">Unknown author</span></div>",
File:Der osterreichisch-ungarische Monarchie in Wort und Bild. 11 1892 (127567548).jpg,ImageDescription,"<i>Adres wydawniczy</i>: Wien : Druck und Verlag der Kaiserlich-königlichen Hof- und Staatsdruckerei, 1892<br><i>Opis fizyczny</i>: VII, [1], 352 s., [1] k. tabl. : il. ; 28 cm",
File:Der osterreichisch-ungarische Monarchie in Wort und Bild. 11 1892 (127567548).jpg,Credit,"This file comes from <a rel=""nofollow"" class=""external text"" href=""https://polona.pl/"">Polona Digital Library</a> and is available under the digital ID <a rel=""nofollow"" class=""external text"" href=""https://polona.pl/item/der-osterreichisch-ungarische-monarchie-in-wort-und-bild-11-dalmatien,MTI2NzQzODU5/26/"">https://polona.pl/item/der-osterreichisch-ungarische-monarchie-in-wort-und-bild-11-dalmatien,MTI2NzQzODU5/26/</a>",
File:Der osterreichisch-ungarische Monarchie in Wort und Bild. 11 1892 (127567548).jpg,Permission,"This work was published before January 1, 1899 and it is anonymous or pseudonymous due to unknown authorship. It is in the <b><a href=""https://en.wikipedia.org/wiki/public_domain"" class=""extiw"" title=""w:public domain"">public domain</a></b> in the United States as well as countries and areas where the <a href=""https://en.wikipedia.org/wiki/List_of_countries%27_copyright_lengths"" class=""extiw"" title=""w:List of countries' copyright lengths"">copyright terms of anonymous or pseudonymous works</a> are <b>125 years or fewer since publication</b>.",
File:Der osterreichisch-ungarische Monarchie in Wort und Bild. 11 1892 (127567548).jpg,LicenseShortName,Public domain,
File:Der osterreichisch-ungarische Monarchie in Wort und Bild. 11 1892 (127567548).jpg,UsageTerms,Public domain,
File:Der osterreichisch-ungarische Monarchie in Wort und Bild. 11 1892 (127567548).jpg,AttributionRequired,false,
File:Der osterreichisch-ungarische Monarchie in Wort und Bild. 11 1892 (127567548).jpg,Copyrighted,False,
File:Der osterreichisch-ungarische Monarchie in Wort und Bild. 11 1892 (127567548).jpg,Restrictions,,
File:Der osterreichisch-ungarische Monarchie in Wort und Bild. 11 1892 (127567548).jpg,License,pd,
File:Weinberg Gerd BadSassendorf.jpg,DateTime,2020-07-25 19:22:37,
File:Weinberg Gerd BadSassendorf.jpg,ObjectName,Weinberg Gerd BadSassendorf,
File:Weinberg Gerd BadSassendorf.jpg,CommonsMetadataExtension,1.2,
File:Weinberg Gerd BadSassendorf.jpg,Categories,Self-published work|Stolpersteine in Bad Sassendorf,
File:Weinberg Gerd BadSassendorf.jpg,Assessments,,
File:Weinberg Gerd BadSassendorf.jpg,ImageDescription,Stolperstein von Gerd Weinberg in Bad Sassendorf Kaiserstrasse,
File:Weinberg Gerd BadSassendorf.jpg,DateTimeOriginal,2020-07-23 12:44:30,
File:Weinberg Gerd BadSassendorf.jpg,Credit,"<span class=""int-own-work"" lang=""en"">Own work</span>",
File:Weinberg Gerd BadSassendorf.jpg,Artist,"<a href=""//commons.wikimedia.org/wiki/User:Vattigustav"" title=""User:Vattigustav"">Vattigustav</a>",
File:Weinberg Gerd BadSassendorf.jpg,LicenseShortName,CC BY-SA 4.0,
File:Weinberg Gerd BadSassendorf.jpg,UsageTerms,Creative Commons Attribution-Share Alike 4.0,
File:Weinberg Gerd BadSassendorf.jpg,AttributionRequired,true,
File:Weinberg Gerd BadSassendorf.jpg,LicenseUrl,https://creativecommons.org/licenses/by-sa/4.0,
File:Weinberg Gerd BadSassendorf.jpg,Copyrighted,True,
File:Weinberg Gerd BadSassendorf.jpg,Restrictions,,
File:Weinberg Gerd BadSassendorf.jpg,License,cc-by-sa-4.0,
File:Abraham Curry House.jpg,DateTime,2009-05-25 21:43:35,
File:Abraham Curry House.jpg,ObjectName,Abraham Curry House,
File:Abraham Curry House.jpg,CommonsMetadataExtension,1.2,
File:Abraham Curry House.jpg,Categories,Abraham Curry House|Files from the Historic American Buildings Survey|Images from the Library of Congress|National Register of Historic Places with known IDs|Other people's pictures by User:Nyttend|PD US NPS|Pages with maps,
File:Abraham Curry House.jpg,Assessments,,
File:Abraham Curry House.jpg,GPSLatitude,39.165833,
File:Abraham Curry House.jpg,GPSLongitude,-119.768889,
File:Abraham Curry House.jpg,GPSMapDatum,WGS-84,
File:Abraham Curry House.jpg,ImageDescription,"Side of the <a href=""https://en.wikipedia.org/wiki/Abraham_Curry_House"" class=""extiw"" title=""w:Abraham Curry House"">Abraham Curry House</a>, located at 406 N. Nevada Street in <a href=""https://en.wikipedia.org/wiki/Carson_City,_Nevada"" class=""extiw"" title=""w:Carson City, Nevada"">Carson City</a>, <a href=""https://en.wikipedia.org/wiki/Nevada"" class=""extiw"" title=""w:Nevada"">Nevada</a>, <a href=""https://en.wikipedia.org/wiki/United_States"" class=""extiw"" title=""w:United States"">United States</a>.  Built in 1871, it is listed on the <a href=""https://en.wikipedia.org/wiki/National_Register_of_Historic_Places"" class=""extiw"" title=""w:National Register of Historic Places"">National Register of Historic Places</a>.",
File:Abraham Curry House.jpg,DateTimeOriginal,1973-01,
File:Abraham Curry House.jpg,Credit,"<a href=""//commons.wikimedia.org/wiki/Library_of_Congress"" title=""Library of Congress"">Library of Congress</a>, Prints and Photograph Division <a href=""https://en.wikipedia.org/wiki/Historic_American_Buildings_Survey"" class=""extiw"" title=""w:Historic American Buildings Survey"">HABS</a>: <a rel=""nofollow"" class=""external text"" href=""http://hdl.loc.gov/loc.pnp/hhh.nv0046"">NEV,13-CARCI,12-4</a>",
File:Abraham Curry House.jpg,Artist,Aaron A. Gallup,
File:Abraham Curry House.jpg,Permission,"<table cellspacing=""8"" cellpadding=""0"" class=""layouttemplate sourcetemplate"" style=""width:100%; clear:both; text-align:center; margin:0.5em auto; border:1px solid #555555; background:#f6f7f5;"" dir=""ltr"" lang=""en""><tbody><tr><td><span typeof=""mw:File""><span><img src=""https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Historic_American_Buildings_Survey_%28HABS%29_Team.jpg/100px-Historic_American_Buildings_Survey_%28HABS%29_Team.jpg"" decoding=""async"" width=""100"" height=""132"" class=""mw-file-element"" srcset=""https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Historic_American_Buildings_Survey_%28HABS%29_Team.jpg/150px-Historic_American_Buildings_Survey_%28HABS%29_Team.jpg 1.5x, https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Historic_American_Buildings_Survey_%28HABS%29_Team.jpg/200px-Historic_American_Buildings_Survey_%28HABS%29_Team.jpg 2x"" data-file-width=""2260"" data-file-height=""2991""></span></span>
</td>
<td>This file comes from the <a href=""https://en.wikipedia.org/wiki/en:Historic_American_Buildings_Survey"" class=""extiw"" title=""w:en:Historic American Buildings Survey"">Historic American Buildings Survey</a> (HABS), Historic American Engineering Record (HAER) or Historic American Landscapes Survey (HALS). These are programs of the National Park Service established for the purpose of documenting historic places. Records consist of measured drawings, archival photographs, and written reports.
<p><br>When reusing please credit: <b>Library of Congress, Prints &amp; Photographs Division, NEV,13-CARCI,12-4</b><br><small>This tag does not indicate the copyright status of the attached work. <span style=""white-space:nowrap"">A normal <a href=""//commons.wikimedia.org/wiki/Special:MyLanguage/Commons:Copyright_tags"" title=""Special:MyLanguage/Commons:Copyright tags"">copyright tag</a> is still required.</span> <span style=""white-space:nowrap"">See <a href=""//commons.wikimedia.org/wiki/Special:MyLanguage/Commons:Licensing"" title=""Special:MyLanguage/Commons:Licensing"">Commons:Licensing</a>.</span></small>
</p>
</td></tr></tbody></table><table class=""licensetpl"" style=""display:none""><tbody><tr><td><span class=""licensetpl_short"">Public domain</span><span class=""licensetpl_long"">Public domain</span><span class=""licensetpl_link_req"">false</span><span class=""licensetpl_attr_req"">false</span>
</td></tr></tbody></table><table style=""width:100%; clear:both; margin:0.5em auto; background-color:#f7f8ff; border:2px solid #8888aa; direction: ltr; border-spacing: 8px; padding: 0px;"" class=""layouttemplate mw-content-ltr"" lang=""en""><tbody><tr><td><span typeof=""mw:File""><span title=""Public domain""><img alt=""Public domain"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/PD-icon.svg/64px-PD-icon.svg.png"" decoding=""async"" width=""64"" height=""64"" class=""mw-file-element"" srcset=""https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/PD-icon.svg/96px-PD-icon.svg.png 1.5x, https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/PD-icon.svg/128px-PD-icon.svg.png 2x"" data-file-width=""196"" data-file-height=""196""></span></span>
</td>
<td><i>This image or media file contains material based on a work of a <a href=""https://en.wikipedia.org/wiki/National_Park_Service"" class=""extiw"" title=""w:National Park Service"">National Park Service</a> employee, created as part of that person's official duties. As a <a href=""https://en.wikipedia.org/wiki/Work_of_the_United_States_Government"" class=""extiw"" title=""w:Work of the United States Government"">work</a> of the <a href=""https://en.wikipedia.org/wiki/Federal_Government_of_the_United_States"" class=""extiw"" title=""w:Federal Government of the United States"">U.S. federal government</a>, such work is in the <b><a href=""https://en.wikipedia.org/wiki/public_domain"" class=""extiw"" title=""w:public domain"">public domain</a></b> in the United States. See the <a rel=""nofollow"" class=""external text"" href=""https://www.nps.gov/"">NPS website</a> and <a rel=""nofollow"" class=""external text"" href=""https://www.nps.gov/aboutus/disclaimer.htm"">NPS copyright policy</a> for more information.</i>
</td>
<td><figure class=""mw-halign-right"" typeof=""mw:File""><span><img src=""https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Logo_of_the_United_States_National_Park_Service.svg/52px-Logo_of_the_United_States_National_Park_Service.svg.png"" decoding=""async"" width=""52"" height=""68"" class=""mw-file-element"" srcset=""https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Logo_of_the_United_States_National_Park_Service.svg/78px-Logo_of_the_United_States_National_Park_Service.svg.png 1.5x, https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Logo_of_the_United_States_National_Park_Service.svg/104px-Logo_of_the_United_States_National_Park_Service.svg.png 2x"" data-file-width=""553"" data-file-height=""720""></span><figcaption></figcaption></figure></td></tr></tbody></table>",
File:Abraham Curry House.jpg,LicenseShortName,Public domain,
File:Abraham Curry House.jpg,UsageTerms,Public domain,
File:Abraham Curry House.jpg,AttributionRequired,false,
File:Abraham Curry House.jpg,Copyrighted,False,
File:Abraham Curry House.jpg,Restrictions,,
File:Abraham Curry House.jpg,License,pd,
"File:Esküvői csoportkép, 1949 Budapest. Fortepan 105433.jpg",DateTime,2016-09-18 15:05:27,
"File:Esküvői csoportkép, 1949 Budapest. Fortepan 105433.jpg",ObjectName,"Esküvői csoportkép, 1949 Budapest. Fortepan 105433",
"File:Esküvői csoportkép, 1949 Budapest. Fortepan 105433.jpg",CommonsMetadataExtension,1.2,
"File:Esküvői csoportkép, 1949 Budapest. Fortepan 105433.jpg",Categories,1949 in marriage in Budapest|Images from Fortepan|Images uploaded by Fæ|Wedding party portrait photographs with guests,
"File:Esküvői csoportkép, 1949 Budapest. Fortepan 105433.jpg",Assessments,,
"File:Esküvői csoportkép, 1949 Budapest. Fortepan 105433.jpg",ImageDescription,"Bakáts tér, Assisi Szent Ferenc-templom.",
"File:Esküvői csoportkép, 1949 Budapest. Fortepan 105433.jpg",DateTimeOriginal,1949,
"File:Esküvői csoportkép, 1949 Budapest. Fortepan 105433.jpg",Credit,"<a rel=""nofollow"" class=""external free"" href=""http://www.fortepan.hu/_photo/download/fortepan_105433.jpg"">http://www.fortepan.hu/_photo/download/fortepan_105433.jpg</a>",
"File:Esküvői csoportkép, 1949 Budapest. Fortepan 105433.jpg",Artist,"FOTO:Fortepan — <b>ID 105433</b>: <span typeof=""mw:File""><a href=""https://fortepan.hu/"" rel=""nofollow""><img alt=""Home page"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Nuvola_filesystems_folder_home.svg/24px-Nuvola_filesystems_folder_home.svg.png"" decoding=""async"" width=""24"" height=""24"" class=""mw-file-element"" srcset=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Nuvola_filesystems_folder_home.svg/36px-Nuvola_filesystems_folder_home.svg.png 1.5x, https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Nuvola_filesystems_folder_home.svg/48px-Nuvola_filesystems_folder_home.svg.png 2x"" data-file-width=""128"" data-file-height=""128""></a></span><span typeof=""mw:File""><a href=""http://www.fortepan.hu/_photo/download/fortepan_105433.jpg"" rel=""nofollow""><img alt=""Picture"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Inkscape.svg/24px-Inkscape.svg.png"" decoding=""async"" width=""24"" height=""24"" class=""mw-file-element"" srcset=""https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Inkscape.svg/36px-Inkscape.svg.png 1.5x, https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Inkscape.svg/48px-Inkscape.svg.png 2x"" data-file-width=""60"" data-file-height=""60""></a></span><span typeof=""mw:File""><a href=""http://www.fortepan.hu/?lang=en&amp;img=105433"" rel=""nofollow""><img alt=""Information page"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Information_icon.svg/24px-Information_icon.svg.png"" decoding=""async"" width=""24"" height=""24"" class=""mw-file-element"" srcset=""https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Information_icon.svg/36px-Information_icon.svg.png 1.5x, https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Information_icon.svg/48px-Information_icon.svg.png 2x"" data-file-width=""620"" data-file-height=""620""></a></span><br>Adományozó/Donor: Hámori Gyula.",
"File:Esküvői csoportkép, 1949 Budapest. Fortepan 105433.jpg",LicenseShortName,CC BY-SA 3.0,
"File:Esküvői csoportkép, 1949 Budapest. Fortepan 105433.jpg",UsageTerms,Creative Commons Attribution-Share Alike 3.0,
"File:Esküvői csoportkép, 1949 Budapest. Fortepan 105433.jpg",AttributionRequired,true,
"File:Esküvői csoportkép, 1949 Budapest. Fortepan 105433.jpg",Attribution,FOTO:FORTEPAN / Hámori Gyula,
"File:Esküvői csoportkép, 1949 Budapest. Fortepan 105433.jpg",LicenseUrl,https://creativecommons.org/licenses/by-sa/3.0,
"File:Esküvői csoportkép, 1949 Budapest. Fortepan 105433.jpg",Copyrighted,True,
"File:Esküvői csoportkép, 1949 Budapest. Fortepan 105433.jpg",Restrictions,,
"File:Esküvői csoportkép, 1949 Budapest. Fortepan 105433.jpg",License,cc-by-sa-3.0,
"File:Raffaëlli - Le bonhomme venant de peindre sa barrière, btv1b53187034d.jpeg",DateTime,2021-02-12 07:01:24,
"File:Raffaëlli - Le bonhomme venant de peindre sa barrière, btv1b53187034d.jpeg",ObjectName,"Raffaëlli - Le bonhomme venant de peindre sa barrière, btv1b53187034d",
"File:Raffaëlli - Le bonhomme venant de peindre sa barrière, btv1b53187034d.jpeg",CommonsMetadataExtension,1.2,
"File:Raffaëlli - Le bonhomme venant de peindre sa barrière, btv1b53187034d.jpeg",Categories,Artworks without Wikidata item|CC-PD-Mark|PD-Art (PD-old)|Prints by Jean-François Raffaëlli by Delteil number|Prints by Jean-François Raffaëlli in the Bibliothèque nationale de France|Uploaded with pattypan,
"File:Raffaëlli - Le bonhomme venant de peindre sa barrière, btv1b53187034d.jpeg",Assessments,,
"File:Raffaëlli - Le bonhomme venant de peindre sa barrière, btv1b53187034d.jpeg",Artist,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Jean-Fran%C3%A7ois_Raffa%C3%ABlli"" class=""extiw"" title=""w:en:Jean-François Raffaëlli""><span title=""French painter (1850-1924)"">Jean-François Raffaëlli</span></a>
</bdi>",
"File:Raffaëlli - Le bonhomme venant de peindre sa barrière, btv1b53187034d.jpeg",Credit,"<a rel=""nofollow"" class=""external free"" href=""https://gallica.bnf.fr/"">https://gallica.bnf.fr/</a>",
"File:Raffaëlli - Le bonhomme venant de peindre sa barrière, btv1b53187034d.jpeg",LicenseShortName,Public domain,
"File:Raffaëlli - Le bonhomme venant de peindre sa barrière, btv1b53187034d.jpeg",UsageTerms,Public domain,
"File:Raffaëlli - Le bonhomme venant de peindre sa barrière, btv1b53187034d.jpeg",AttributionRequired,false,
"File:Raffaëlli - Le bonhomme venant de peindre sa barrière, btv1b53187034d.jpeg",Copyrighted,False,
"File:Raffaëlli - Le bonhomme venant de peindre sa barrière, btv1b53187034d.jpeg",Restrictions,,
"File:Raffaëlli - Le bonhomme venant de peindre sa barrière, btv1b53187034d.jpeg",License,pd,
File:IRN-497.svg,DateTime,2019-06-22 00:25:50,
File:IRN-497.svg,ObjectName,IRN-497,
File:IRN-497.svg,CommonsMetadataExtension,1.2,
File:IRN-497.svg,Categories,PD shape|SVG diagrams of route signs of Iran,
File:IRN-497.svg,Assessments,,
File:IRN-497.svg,ImageDescription,Arabic script half of a route number sign for Road 497,
File:IRN-497.svg,DateTimeOriginal,2019-06-21,
File:IRN-497.svg,Credit,"<span class=""int-own-work"" lang=""en"">Own work</span>",
File:IRN-497.svg,Artist,"<a href=""//commons.wikimedia.org/wiki/User:Fredddie"" title=""User:Fredddie"">Fredddie</a>",
File:IRN-497.svg,LicenseShortName,Public domain,
File:IRN-497.svg,UsageTerms,Public domain,
File:IRN-497.svg,AttributionRequired,false,
File:IRN-497.svg,Copyrighted,False,
File:IRN-497.svg,Restrictions,,
File:IRN-497.svg,License,pd,
File:Orgel - Loppersum - 20142555 - RCE.jpg,DateTime,2013-01-06 17:04:26,
File:Orgel - Loppersum - 20142555 - RCE.jpg,ObjectName,Orgel - Loppersum - 20142555 - RCE,
File:Orgel - Loppersum - 20142555 - RCE.jpg,CommonsMetadataExtension,1.2,
File:Orgel - Loppersum - 20142555 - RCE.jpg,Categories,"Buildings with addresses|Images from the Rijksdienst voor het Cultureel Erfgoed|Images from the Rijksdienst voor het Cultureel Erfgoed higher resolution available|Organ in Petrus- en Pauluskerk, Loppersum|Photographs by G.Th. Delemarre|Rijksmonumenten with known IDs",
File:Orgel - Loppersum - 20142555 - RCE.jpg,Assessments,,
File:Orgel - Loppersum - 20142555 - RCE.jpg,ImageDescription,"This is an image of <a href=""https://en.wikipedia.org/wiki/Rijksmonument"" class=""extiw"" title=""en:Rijksmonument"">rijksmonument</a> number <a rel=""nofollow"" class=""external text"" href=""https://monumentenregister.cultureelerfgoed.nl/monumenten/26265"">26265</a>",
File:Orgel - Loppersum - 20142555 - RCE.jpg,DateTimeOriginal,1958-11,
File:Orgel - Loppersum - 20142555 - RCE.jpg,Credit,"<a rel=""nofollow"" class=""external text"" href=""http://beeldbank.cultureelerfgoed.nl/alle-afbeeldingen/?mode=gallery&amp;view=horizontal&amp;q=20142555"">Rijksdienst voor het Cultureel Erfgoed</a>",
File:Orgel - Loppersum - 20142555 - RCE.jpg,Artist,"<bdi><a href=""https://www.wikidata.org/wiki/Q18508118"" class=""extiw"" title=""d:Q18508118""><span title=""Dutch photographer"">G.Th. Delemarre</span></a>
</bdi>",
File:Orgel - Loppersum - 20142555 - RCE.jpg,LicenseShortName,CC BY-SA 4.0,
File:Orgel - Loppersum - 20142555 - RCE.jpg,UsageTerms,Creative Commons Attribution-Share Alike 4.0,
File:Orgel - Loppersum - 20142555 - RCE.jpg,AttributionRequired,true,
File:Orgel - Loppersum - 20142555 - RCE.jpg,Attribution,"<a rel=""nofollow"" class=""external text"" href=""https://www.cultureelerfgoed.nl/"">Rijksdienst voor het Cultureel Erfgoed</a>",
File:Orgel - Loppersum - 20142555 - RCE.jpg,LicenseUrl,https://creativecommons.org/licenses/by-sa/4.0,
File:Orgel - Loppersum - 20142555 - RCE.jpg,Copyrighted,True,
File:Orgel - Loppersum - 20142555 - RCE.jpg,Restrictions,,
File:Orgel - Loppersum - 20142555 - RCE.jpg,License,cc-by-sa-4.0,
File:Kriegerdenkmal Zweiter Weltkrieg St. Anna im Lehel (Pfarrkirche) München 12.jpg,DateTime,2022-01-17 22:11:24,
File:Kriegerdenkmal Zweiter Weltkrieg St. Anna im Lehel (Pfarrkirche) München 12.jpg,ObjectName,Kriegerdenkmal Zweiter Weltkrieg St. Anna im Lehel (Pfarrkirche) München 12,
File:Kriegerdenkmal Zweiter Weltkrieg St. Anna im Lehel (Pfarrkirche) München 12.jpg,CommonsMetadataExtension,1.2,
File:Kriegerdenkmal Zweiter Weltkrieg St. Anna im Lehel (Pfarrkirche) München 12.jpg,Categories,Kriegerdenkmale St. Anna im Lehel (Pfarrkirche) München|Pages with maps|Self-published work,
File:Kriegerdenkmal Zweiter Weltkrieg St. Anna im Lehel (Pfarrkirche) München 12.jpg,Assessments,,
File:Kriegerdenkmal Zweiter Weltkrieg St. Anna im Lehel (Pfarrkirche) München 12.jpg,GPSLatitude,48.140339,
File:Kriegerdenkmal Zweiter Weltkrieg St. Anna im Lehel (Pfarrkirche) München 12.jpg,GPSLongitude,11.586626,
File:Kriegerdenkmal Zweiter Weltkrieg St. Anna im Lehel (Pfarrkirche) München 12.jpg,GPSMapDatum,WGS-84,
File:Kriegerdenkmal Zweiter Weltkrieg St. Anna im Lehel (Pfarrkirche) München 12.jpg,ImageDescription,"Kriegerdenkmal Zweiter Weltkrieg St. Anna im Lehel (Pfarrkirche) München. Es sind keine zivilen Opfer, Kriegsgefangene, Zwangsarbeiter, Verfolgte oder Vertriebene der NS-Zeit erwähnt.",
File:Kriegerdenkmal Zweiter Weltkrieg St. Anna im Lehel (Pfarrkirche) München 12.jpg,DateTimeOriginal,2022-01-16 13:49:21,
File:Kriegerdenkmal Zweiter Weltkrieg St. Anna im Lehel (Pfarrkirche) München 12.jpg,Credit,"<span class=""int-own-work"" lang=""en"">Own work</span>",
File:Kriegerdenkmal Zweiter Weltkrieg St. Anna im Lehel (Pfarrkirche) München 12.jpg,Artist,"<a href=""//commons.wikimedia.org/wiki/User:Wikitarisch"" title=""User:Wikitarisch"">Wikitarisch</a>",
File:Kriegerdenkmal Zweiter Weltkrieg St. Anna im Lehel (Pfarrkirche) München 12.jpg,LicenseShortName,CC BY-SA 4.0,
File:Kriegerdenkmal Zweiter Weltkrieg St. Anna im Lehel (Pfarrkirche) München 12.jpg,UsageTerms,Creative Commons Attribution-Share Alike 4.0,
File:Kriegerdenkmal Zweiter Weltkrieg St. Anna im Lehel (Pfarrkirche) München 12.jpg,AttributionRequired,true,
File:Kriegerdenkmal Zweiter Weltkrieg St. Anna im Lehel (Pfarrkirche) München 12.jpg,LicenseUrl,https://creativecommons.org/licenses/by-sa/4.0,
File:Kriegerdenkmal Zweiter Weltkrieg St. Anna im Lehel (Pfarrkirche) München 12.jpg,Copyrighted,True,
File:Kriegerdenkmal Zweiter Weltkrieg St. Anna im Lehel (Pfarrkirche) München 12.jpg,Restrictions,,
File:Kriegerdenkmal Zweiter Weltkrieg St. Anna im Lehel (Pfarrkirche) München 12.jpg,License,cc-by-sa-4.0,
File:80-G-458962 (30084174416).jpg,DateTime,2018-07-11 05:00:14,
File:80-G-458962 (30084174416).jpg,ObjectName,80-G-458962 (30084174416),
File:80-G-458962 (30084174416).jpg,CommonsMetadataExtension,1.2,
File:80-G-458962 (30084174416).jpg,Categories,CC-PD-Mark|Equipment|Flickr images missing SDC creator|Flickr images reviewed by FlickreviewR 2|PD US Navy|Photographs from the U.S. Navy Museum|USGov images uploaded by Hiàn|Unidentified equipment,
File:80-G-458962 (30084174416).jpg,Assessments,,
File:80-G-458962 (30084174416).jpg,ImageDescription,"80-G-458962:  Lift Boat Drill, Port Culebra, Puerto Rico, September 9, 1933.    Official U.S. Navy photograph, now in the collections of the National Archives.  (2016/10/04).",
File:80-G-458962 (30084174416).jpg,DateTimeOriginal,2016-10-04 11:02,
File:80-G-458962 (30084174416).jpg,Credit,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/127906254@N06/30084174416/"">80-G-458962</a>",
File:80-G-458962 (30084174416).jpg,Artist,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/127906254@N06"">National Museum of the U.S. Navy</a>",
File:80-G-458962 (30084174416).jpg,LicenseShortName,Public domain,
File:80-G-458962 (30084174416).jpg,UsageTerms,Public domain,
File:80-G-458962 (30084174416).jpg,AttributionRequired,false,
File:80-G-458962 (30084174416).jpg,Copyrighted,False,
File:80-G-458962 (30084174416).jpg,Restrictions,,
File:80-G-458962 (30084174416).jpg,License,pd,
"File:Monnaie. Écu, Rouen, Louis XVI - btv1b104105736 (2 of 2).jpg",DateTime,2023-06-09 06:36:19,
"File:Monnaie. Écu, Rouen, Louis XVI - btv1b104105736 (2 of 2).jpg",ObjectName,"<div class=""fn"">
Monnaie. Écu, Rouen, Louis XVI</div>",
"File:Monnaie. Écu, Rouen, Louis XVI - btv1b104105736 (2 of 2).jpg",CommonsMetadataExtension,1.2,
"File:Monnaie. Écu, Rouen, Louis XVI - btv1b104105736 (2 of 2).jpg",Categories,Artworks without Wikidata item|Files from Gallica|Files from Gallica needing categories (objects)|Gallica scans|Objects from Gallica|Objects from Gallica (Bibliothèque nationale de France) uploaded by Gzen92Bot,
"File:Monnaie. Écu, Rouen, Louis XVI - btv1b104105736 (2 of 2).jpg",Assessments,,
"File:Monnaie. Écu, Rouen, Louis XVI - btv1b104105736 (2 of 2).jpg",Artist,"<div class=""fn value"">
<p>Louis XVI. Autorité émettrice de monnaie
</p>
Rouen. Atelier monétaire. Émetteur</div>",
"File:Monnaie. Écu, Rouen, Louis XVI - btv1b104105736 (2 of 2).jpg",ImageDescription,"Appartient à l’ensemble documentaire : MonnFrRoy
Appartient à l’ensemble documentaire : Rtmgus1",
"File:Monnaie. Écu, Rouen, Louis XVI - btv1b104105736 (2 of 2).jpg",Credit,Bibliothèque nationale de France,
